shipping_id,order_id,shipping_location_id,courier_partner,shipping_date,expected_delivery_date,actual_delivery_date,delivery_status
159949,59949,86,XpressBees,2026-03-20,2026-03-23,2026-03-23,Delivered
159950,59950,65,BlueDart,2025-09-27,2025-10-02,2025-10-02,Delivered
159951,59951,42,BlueDart,2026-02-21,2026-02-23,2026-02-23,Delivered
159952,59952,14,BlueDart,2024-01-06,2024-01-11,2024-01-11,Delivered
159953,59953,54,BlueDart,2024-02-01,2024-02-01,2024-01-31,Delivered
159954,59954,54,BlueDart,2024-08-12,2024-08-16,,In Transit
159955,59955,35,XpressBees,2025-01-12,2025-01-16,2025-01-19,Delivered
159956,59956,69,XpressBees,2024-03-13,2024-03-18,2024-03-17,Delivered
159957,59957,19,Ecom Express,2026-04-23,2026-04-29,2026-05-02,Delivered
159958,59958,37,DTDC,2026-07-26,2026-07-28,2026-07-27,Delivered
159959,59959,42,Delhivery,2025-04-16,2025-04-19,,In Transit
159960,59960,41,Delhivery,2026-02-20,2026-02-26,2026-02-25,Delivered
159961,59961,63,DTDC,2024-07-06,2024-07-09,,Returned
159962,59962,91,Delhivery,2024-01-31,2024-02-05,,Returned
159963,59963,79,Delhivery,2026-05-23,2026-05-28,,Delayed
159964,59964,25,XpressBees,2026-03-03,2026-03-07,2026-03-10,Delivered
159965,59965,44,DTDC,2026-01-06,2026-01-11,2026-01-12,Delivered
159966,59966,26,Ecom Express,2026-03-13,2026-03-18,,In Transit
159967,59967,87,Ecom Express,2025-11-21,2025-11-22,2025-11-24,Delivered
159968,59968,61,DTDC,2026-02-22,2026-02-28,,In Transit
159969,59969,23,DTDC,2026-07-27,2026-08-01,2026-08-04,Delivered
159970,59970,23,BlueDart,2026-05-05,2026-05-06,,Delayed
159971,59971,6,DTDC,2026-05-16,2026-05-16,2026-05-19,Delivered
159972,59972,63,Delhivery,2025-04-02,2025-04-03,2025-04-04,Delivered
159973,59973,82,Delhivery,2026-03-04,2026-03-12,2026-03-11,Delivered
159974,59974,32,Ecom Express,2024-08-20,2024-08-27,2024-08-26,Delivered
159975,59975,30,XpressBees,2024-11-02,2024-11-05,2024-11-08,Delivered
159976,59976,4,BlueDart,2026-04-26,2026-04-30,2026-05-01,Delivered
159977,59977,76,Ecom Express,2024-12-20,2024-12-23,2024-12-23,Delivered
159978,59978,98,BlueDart,2026-03-20,2026-03-23,2026-03-25,Delivered
159979,59979,74,Delhivery,2025-04-28,2025-05-02,2025-05-05,Delivered
159980,59980,76,Delhivery,2024-09-24,2024-09-26,2024-09-25,Delivered
159981,59981,83,DTDC,2025-02-06,2025-02-08,2025-02-10,Delivered
159982,59982,7,DTDC,2025-07-17,2025-07-22,2025-07-21,Delivered
159983,59983,87,Delhivery,2024-03-02,2024-03-07,2024-03-09,Delivered
159984,59984,32,Delhivery,2025-06-27,2025-07-02,2025-07-03,Delivered
159985,59985,47,XpressBees,2024-04-13,2024-04-19,,In Transit
159986,59986,29,Ecom Express,2025-04-17,2025-04-22,2025-04-25,Delivered
159987,59987,92,Ecom Express,2024-11-09,2024-11-13,2024-11-16,Delivered
159988,59988,59,XpressBees,2025-08-15,2025-08-20,2025-08-19,Delivered
159989,59989,90,Ecom Express,2026-03-27,2026-03-30,2026-03-31,Delivered
159990,59990,28,Ecom Express,2024-03-22,2024-03-28,2024-03-27,Delivered
159991,59991,24,DTDC,2024-03-25,2024-03-28,2024-03-28,Delivered
159992,59992,52,Ecom Express,2025-03-18,2025-03-25,2025-03-27,Delivered
159993,59993,50,XpressBees,2026-01-01,2026-01-06,2026-01-07,Delivered
159994,59994,7,Delhivery,2024-10-01,2024-10-06,2024-10-09,Delivered
159995,59995,8,Delhivery,2026-02-01,2026-02-02,2026-02-03,Delivered
159996,59996,76,BlueDart,2024-01-04,2024-01-06,2024-01-05,Delivered
159997,59997,45,BlueDart,2024-10-14,2024-10-21,,In Transit
159998,59998,73,Delhivery,2025-05-19,2025-05-23,2025-05-24,Delivered
159999,59999,11,XpressBees,2025-09-01,2025-09-04,,In Transit
160000,60000,85,DTDC,2024-12-22,2024-12-26,2024-12-28,Delivered
160001,60001,43,XpressBees,2026-05-06,2026-05-12,2026-05-11,Delivered
160002,60002,83,XpressBees,2025-02-24,2025-02-27,,Delayed
160003,60003,34,BlueDart,2025-09-11,2025-09-15,2025-09-17,Delivered
160004,60004,39,DTDC,2024-04-19,2024-04-25,2024-04-28,Delivered
160005,60005,50,BlueDart,2026-06-21,2026-06-23,2026-06-24,Delivered
160006,60006,3,BlueDart,2025-05-08,2025-05-11,,In Transit
160007,60007,30,DTDC,2025-04-01,2025-04-09,2025-04-09,Delivered
160008,60008,83,BlueDart,2024-09-22,2024-09-26,2024-09-25,Delivered
160009,60009,20,XpressBees,2025-08-12,2025-08-16,2025-08-15,Delivered
160010,60010,55,XpressBees,2024-01-02,2024-01-07,,In Transit
160011,60011,78,BlueDart,2025-03-16,2025-03-21,2025-03-24,Delivered
160012,60012,53,XpressBees,2026-01-28,2026-01-29,2026-02-01,Delivered
160013,60013,56,Ecom Express,2026-01-27,2026-01-28,2026-01-28,Delivered
160014,60014,74,Delhivery,2025-09-04,2025-09-09,2025-09-09,Delivered
160015,60015,27,XpressBees,2025-01-01,2025-01-03,2025-01-06,Delivered
160016,60016,25,BlueDart,2025-05-30,2025-06-03,2025-06-04,Delivered
160017,60017,55,Ecom Express,2024-06-15,2024-06-17,2024-06-16,Delivered
160018,60018,30,Ecom Express,2025-08-28,2025-09-03,2025-09-05,Delivered
160019,60019,32,DTDC,2024-07-29,2024-08-05,2024-08-06,Delivered
160020,60020,27,DTDC,2024-11-12,2024-11-14,2024-11-13,Delivered
160021,60021,85,BlueDart,2025-12-14,2025-12-19,2025-12-18,Delivered
160022,60022,31,XpressBees,2024-05-01,2024-05-06,2024-05-06,Delivered
160023,60023,94,DTDC,2024-11-16,2024-11-19,2024-11-20,Delivered
160024,60024,71,Ecom Express,2024-12-12,2024-12-19,,In Transit
160025,60025,78,BlueDart,2026-07-06,2026-07-11,2026-07-11,Delivered
160026,60026,100,DTDC,2026-02-06,2026-02-10,2026-02-11,Delivered
160027,60027,24,DTDC,2024-12-29,2025-01-03,2025-01-03,Delivered
160028,60028,59,BlueDart,2025-08-14,2025-08-16,,In Transit
160029,60029,17,DTDC,2024-08-21,2024-08-25,2024-08-28,Delivered
160030,60030,72,DTDC,2026-02-09,2026-02-13,2026-02-16,Delivered
160031,60031,91,Ecom Express,2024-12-03,2024-12-08,2024-12-08,Delivered
160032,60032,25,Ecom Express,2026-05-28,2026-05-31,,In Transit
160033,60033,30,XpressBees,2026-05-14,2026-05-21,2026-05-24,Delivered
160034,60034,32,DTDC,2024-08-30,2024-09-04,2024-09-05,Delivered
160035,60035,21,Ecom Express,2025-02-01,2025-02-05,2025-02-08,Delivered
160036,60036,15,Delhivery,2026-06-08,2026-06-12,,Delayed
160037,60037,78,DTDC,2024-04-05,2024-04-06,2024-04-07,Delivered
160038,60038,64,XpressBees,2025-10-07,2025-10-09,2025-10-09,Delivered
160039,60039,70,Ecom Express,2025-05-18,2025-05-20,2025-05-23,Delivered
160040,60040,96,Ecom Express,2025-06-30,2025-07-01,2025-07-04,Delivered
160041,60041,15,DTDC,2025-07-11,2025-07-15,2025-07-18,Delivered
160042,60042,73,XpressBees,2025-05-06,2025-05-08,2025-05-10,Delivered
160043,60043,16,Delhivery,2024-11-30,2024-12-05,2024-12-05,Delivered
160044,60044,84,Ecom Express,2025-04-01,2025-04-02,2025-04-02,Delivered
160045,60045,44,DTDC,2026-08-08,2026-08-10,2026-08-13,Delivered
160046,60046,91,XpressBees,2024-03-13,2024-03-17,,In Transit
160047,60047,37,Ecom Express,2024-06-07,2024-06-12,2024-06-12,Delivered
160048,60048,72,XpressBees,2024-02-25,2024-02-26,2024-02-29,Delivered
160049,60049,69,XpressBees,2025-09-01,2025-09-03,2025-09-03,Delivered
160050,60050,16,XpressBees,2024-11-17,2024-11-25,2024-11-24,Delivered
160051,60051,56,BlueDart,2024-02-16,2024-02-18,,Delayed
160052,60052,93,BlueDart,2024-07-18,2024-07-20,2024-07-21,Delivered
160053,60053,46,DTDC,2024-09-11,2024-09-17,2024-09-18,Delivered
160054,60054,72,Ecom Express,2024-03-26,2024-04-02,,Delayed
160055,60055,78,Ecom Express,2026-01-14,2026-01-20,2026-01-23,Delivered
160056,60056,68,BlueDart,2024-01-24,2024-01-27,,Delayed
160057,60057,89,DTDC,2026-05-08,2026-05-14,,Delayed
160058,60058,55,XpressBees,2026-08-07,2026-08-10,2026-08-13,Delivered
160059,60059,62,XpressBees,2026-06-08,2026-06-11,2026-06-11,Delivered
160060,60060,36,Delhivery,2024-07-24,2024-08-01,,Delayed
160061,60061,61,DTDC,2024-08-09,2024-08-15,2024-08-18,Delivered
160062,60062,83,Ecom Express,2026-08-14,2026-08-19,2026-08-20,Delivered
160063,60063,64,Ecom Express,2025-08-30,2025-08-30,2025-08-30,Delivered
160064,60064,26,XpressBees,2025-06-13,2025-06-18,2025-06-18,Delivered
160065,60065,45,XpressBees,2026-04-19,2026-04-24,2026-04-27,Delivered
160066,60066,50,Ecom Express,2024-07-06,2024-07-11,,In Transit
160067,60067,82,Ecom Express,2025-01-28,2025-02-04,2025-02-03,Delivered
160068,60068,43,Delhivery,2024-05-22,2024-05-24,,Returned
160069,60069,1,Delhivery,2026-02-15,2026-02-16,,In Transit
160070,60070,53,XpressBees,2024-07-16,2024-07-17,,Delayed
160071,60071,88,BlueDart,2024-05-10,2024-05-13,2024-05-16,Delivered
160072,60072,68,XpressBees,2024-12-19,2024-12-24,2024-12-27,Delivered
160073,60073,21,XpressBees,2025-07-03,2025-07-07,2025-07-08,Delivered
160074,60074,43,BlueDart,2024-07-17,2024-07-24,,Delayed
160075,60075,80,Delhivery,2026-05-26,2026-05-26,2026-05-27,Delivered
160076,60076,88,Ecom Express,2026-03-15,2026-03-18,,In Transit
160077,60077,88,Delhivery,2026-06-14,2026-06-14,2026-06-17,Delivered
160078,60078,74,XpressBees,2024-12-25,2024-12-27,2024-12-28,Delivered
160079,60079,98,XpressBees,2025-01-11,2025-01-17,2025-01-16,Delivered
160080,60080,100,XpressBees,2025-05-26,2025-05-31,,In Transit
160081,60081,65,DTDC,2026-06-02,2026-06-05,,Delayed
160082,60082,9,BlueDart,2025-05-02,2025-05-06,2025-05-08,Delivered
160083,60083,12,XpressBees,2025-01-14,2025-01-18,2025-01-21,Delivered
160084,60084,72,Ecom Express,2025-10-02,2025-10-09,2025-10-09,Delivered
160085,60085,47,Ecom Express,2024-05-08,2024-05-13,2024-05-12,Delivered
160086,60086,16,DTDC,2026-08-27,2026-08-29,2026-08-31,Delivered
160087,60087,63,Delhivery,2025-11-02,2025-11-02,2025-11-04,Delivered
160088,60088,96,Ecom Express,2025-03-09,2025-03-14,2025-03-14,Delivered
160089,60089,2,Ecom Express,2024-03-31,2024-04-01,,Returned
160090,60090,52,Delhivery,2024-11-11,2024-11-12,2024-11-13,Delivered
160091,60091,26,BlueDart,2025-07-09,2025-07-17,,Returned
160092,60092,59,Ecom Express,2026-08-04,2026-08-08,2026-08-09,Delivered
160093,60093,62,DTDC,2025-04-20,2025-04-21,2025-04-24,Delivered
160094,60094,50,Ecom Express,2026-08-26,2026-08-31,,Delayed
160095,60095,35,BlueDart,2025-05-17,2025-05-25,2025-05-28,Delivered
160096,60096,93,XpressBees,2026-01-29,2026-02-04,2026-02-07,Delivered
160097,60097,23,Ecom Express,2024-04-05,2024-04-11,,Delayed
160098,60098,93,BlueDart,2026-02-14,2026-02-19,2026-02-18,Delivered
160099,60099,24,DTDC,2024-08-24,2024-08-29,2024-08-31,Delivered
160100,60100,31,XpressBees,2025-02-01,2025-02-05,,Returned
160101,60101,10,Ecom Express,2024-11-11,2024-11-16,2024-11-15,Delivered
160102,60102,61,Ecom Express,2025-06-08,2025-06-14,2025-06-14,Delivered
160103,60103,96,Delhivery,2025-08-21,2025-08-24,2025-08-26,Delivered
160104,60104,94,Delhivery,2024-12-08,2024-12-13,2024-12-12,Delivered
160105,60105,94,Delhivery,2024-02-25,2024-03-01,2024-03-01,Delivered
160106,60106,21,Ecom Express,2025-08-26,2025-08-27,2025-08-29,Delivered
160107,60107,54,Ecom Express,2025-02-12,2025-02-19,2025-02-18,Delivered
160108,60108,17,Ecom Express,2026-03-13,2026-03-17,,Returned
160109,60109,62,Delhivery,2025-11-05,2025-11-11,2025-11-12,Delivered
160110,60110,86,Delhivery,2024-12-30,2025-01-03,2025-01-04,Delivered
160111,60111,9,Delhivery,2024-02-22,2024-02-23,2024-02-23,Delivered
160112,60112,97,Ecom Express,2025-06-06,2025-06-10,2025-06-12,Delivered
160113,60113,89,Ecom Express,2026-02-10,2026-02-13,2026-02-14,Delivered
160114,60114,90,BlueDart,2026-01-21,2026-01-26,2026-01-29,Delivered
160115,60115,27,DTDC,2024-11-22,2024-11-26,2024-11-29,Delivered
160116,60116,65,BlueDart,2024-07-21,2024-07-28,2024-07-28,Delivered
160117,60117,72,Ecom Express,2024-03-14,2024-03-18,,Delayed
160118,60118,87,Delhivery,2025-08-15,2025-08-22,,In Transit
160119,60119,17,Ecom Express,2024-09-11,2024-09-14,2024-09-14,Delivered
160120,60120,37,DTDC,2026-01-25,2026-01-26,,In Transit
160121,60121,13,Ecom Express,2025-08-02,2025-08-09,,Returned
160122,60122,50,BlueDart,2024-02-23,2024-02-28,2024-02-29,Delivered
160123,60123,90,BlueDart,2025-11-03,2025-11-04,2025-11-05,Delivered
160124,60124,79,BlueDart,2024-09-05,2024-09-06,,In Transit
160125,60125,1,XpressBees,2026-04-27,2026-05-03,2026-05-04,Delivered
160126,60126,10,Ecom Express,2024-01-28,2024-01-30,2024-01-30,Delivered
160127,60127,60,XpressBees,2024-12-24,2024-12-25,2024-12-27,Delivered
160128,60128,57,Ecom Express,2024-01-08,2024-01-14,2024-01-14,Delivered
160129,60129,86,DTDC,2025-09-09,2025-09-09,2025-09-10,Delivered
160130,60130,99,XpressBees,2025-04-11,2025-04-12,2025-04-12,Delivered
160131,60131,56,Delhivery,2025-06-03,2025-06-05,2025-06-07,Delivered
160132,60132,100,Ecom Express,2025-11-13,2025-11-13,,In Transit
160133,60133,21,XpressBees,2026-05-20,2026-05-23,,In Transit
160134,60134,12,DTDC,2025-01-08,2025-01-12,2025-01-15,Delivered
160135,60135,42,Ecom Express,2025-07-10,2025-07-13,2025-07-12,Delivered
160136,60136,25,DTDC,2025-08-25,2025-08-30,2025-08-30,Delivered
160137,60137,32,Ecom Express,2026-05-07,2026-05-12,2026-05-12,Delivered
160138,60138,8,BlueDart,2024-07-07,2024-07-12,2024-07-14,Delivered
160139,60139,56,Ecom Express,2025-05-25,2025-05-26,2025-05-29,Delivered
160140,60140,54,BlueDart,2026-03-23,2026-03-30,,In Transit
160141,60141,22,Ecom Express,2024-10-01,2024-10-05,2024-10-07,Delivered
160142,60142,45,Ecom Express,2024-12-20,2024-12-24,2024-12-26,Delivered
160143,60143,2,XpressBees,2025-03-12,2025-03-15,2025-03-17,Delivered
160144,60144,95,XpressBees,2025-11-17,2025-11-21,2025-11-21,Delivered
160145,60145,38,DTDC,2025-10-15,2025-10-15,2025-10-15,Delivered
160146,60146,99,Delhivery,2024-05-09,2024-05-12,2024-05-15,Delivered
160147,60147,33,Ecom Express,2024-07-20,2024-07-24,,In Transit
160148,60148,34,DTDC,2026-03-05,2026-03-07,2026-03-10,Delivered
160149,60149,46,DTDC,2025-10-15,2025-10-21,,In Transit
160150,60150,29,Delhivery,2025-05-19,2025-05-21,2025-05-20,Delivered
160151,60151,15,Ecom Express,2025-02-11,2025-02-16,2025-02-15,Delivered
160152,60152,34,DTDC,2026-07-31,2026-08-05,,Delayed
160153,60153,67,XpressBees,2026-05-08,2026-05-10,2026-05-13,Delivered
160154,60154,70,BlueDart,2025-01-28,2025-02-03,2025-02-03,Delivered
160155,60155,78,Ecom Express,2024-12-07,2024-12-10,2024-12-13,Delivered
160156,60156,98,Ecom Express,2026-04-27,2026-05-03,2026-05-06,Delivered
160157,60157,34,Delhivery,2024-12-01,2024-12-06,2024-12-06,Delivered
160158,60158,25,BlueDart,2025-02-05,2025-02-09,,In Transit
160159,60159,24,XpressBees,2026-06-10,2026-06-11,2026-06-12,Delivered
160160,60160,16,Ecom Express,2024-04-17,2024-04-20,2024-04-20,Delivered
160161,60161,69,BlueDart,2025-11-15,2025-11-19,,In Transit
160162,60162,90,XpressBees,2025-10-30,2025-11-01,2025-11-01,Delivered
160163,60163,62,DTDC,2025-01-02,2025-01-05,2025-01-07,Delivered
160164,60164,54,Delhivery,2024-06-27,2024-06-29,2024-06-30,Delivered
160165,60165,34,Ecom Express,2026-04-18,2026-04-22,2026-04-22,Delivered
160166,60166,27,BlueDart,2026-02-14,2026-02-18,2026-02-21,Delivered
160167,60167,24,Ecom Express,2026-04-15,2026-04-18,,Delayed
160168,60168,61,BlueDart,2024-11-20,2024-11-26,2024-11-26,Delivered
160169,60169,84,Delhivery,2026-07-23,2026-07-31,2026-07-30,Delivered
160170,60170,10,DTDC,2026-01-05,2026-01-10,2026-01-09,Delivered
160171,60171,51,XpressBees,2024-08-23,2024-08-25,2024-08-28,Delivered
160172,60172,65,Ecom Express,2025-04-13,2025-04-17,2025-04-16,Delivered
160173,60173,48,Ecom Express,2024-11-03,2024-11-10,,Returned
160174,60174,17,XpressBees,2025-06-06,2025-06-07,2025-06-06,Delivered
160175,60175,95,XpressBees,2024-07-03,2024-07-06,,In Transit
160176,60176,49,XpressBees,2025-12-14,2025-12-19,2025-12-19,Delivered
160177,60177,96,BlueDart,2025-03-23,2025-03-25,2025-03-24,Delivered
160178,60178,54,Delhivery,2025-10-09,2025-10-12,2025-10-15,Delivered
160179,60179,74,XpressBees,2025-09-17,2025-09-20,2025-09-20,Delivered
160180,60180,10,DTDC,2025-10-08,2025-10-09,2025-10-11,Delivered
160181,60181,47,XpressBees,2026-01-10,2026-01-12,2026-01-11,Delivered
160182,60182,53,BlueDart,2025-10-03,2025-10-08,2025-10-09,Delivered
160183,60183,47,DTDC,2025-05-16,2025-05-23,2025-05-26,Delivered
160184,60184,59,Ecom Express,2025-07-23,2025-07-29,2025-07-29,Delivered
160185,60185,84,Ecom Express,2025-09-07,2025-09-12,2025-09-12,Delivered
160186,60186,1,BlueDart,2026-02-24,2026-02-26,2026-02-27,Delivered
160187,60187,71,BlueDart,2025-04-09,2025-04-10,2025-04-10,Delivered
160188,60188,26,BlueDart,2024-10-19,2024-10-26,2024-10-26,Delivered
160189,60189,37,Delhivery,2024-09-02,2024-09-06,2024-09-05,Delivered
160190,60190,23,XpressBees,2024-06-26,2024-06-28,,In Transit
160191,60191,11,Delhivery,2025-08-08,2025-08-15,2025-08-18,Delivered
160192,60192,43,Ecom Express,2025-12-17,2025-12-20,2025-12-20,Delivered
160193,60193,73,Delhivery,2024-11-06,2024-11-09,,In Transit
160194,60194,52,XpressBees,2025-06-07,2025-06-13,2025-06-16,Delivered
160195,60195,28,Delhivery,2024-12-26,2024-12-31,2025-01-03,Delivered
160196,60196,100,DTDC,2026-05-24,2026-05-29,2026-05-29,Delivered
160197,60197,7,DTDC,2026-05-31,2026-06-05,,Delayed
160198,60198,64,Ecom Express,2026-07-26,2026-08-01,2026-07-31,Delivered
160199,60199,58,Ecom Express,2026-04-15,2026-04-21,2026-04-21,Delivered
160200,60200,76,Delhivery,2026-04-21,2026-04-29,2026-05-01,Delivered
160201,60201,21,Ecom Express,2025-06-27,2025-06-28,2025-06-28,Delivered
160202,60202,98,BlueDart,2025-06-15,2025-06-21,2025-06-20,Delivered
160203,60203,31,Delhivery,2024-10-20,2024-10-25,2024-10-24,Delivered
160204,60204,64,Delhivery,2026-01-04,2026-01-04,2026-01-06,Delivered
160205,60205,66,Delhivery,2024-11-07,2024-11-14,2024-11-16,Delivered
160206,60206,69,BlueDart,2024-11-21,2024-11-24,2024-11-25,Delivered
160207,60207,91,Ecom Express,2026-07-08,2026-07-11,2026-07-12,Delivered
160208,60208,62,DTDC,2024-01-17,2024-01-20,2024-01-23,Delivered
160209,60209,100,DTDC,2024-04-26,2024-05-01,2024-04-30,Delivered
160210,60210,34,BlueDart,2026-01-29,2026-02-01,2026-02-04,Delivered
160211,60211,24,XpressBees,2025-10-29,2025-11-01,2025-11-04,Delivered
160212,60212,61,Ecom Express,2026-01-31,2026-01-31,2026-02-01,Delivered
160213,60213,93,Ecom Express,2025-03-28,2025-04-03,2025-04-02,Delivered
160214,60214,17,DTDC,2024-01-08,2024-01-13,2024-01-15,Delivered
160215,60215,88,XpressBees,2024-10-16,2024-10-22,2024-10-24,Delivered
160216,60216,39,XpressBees,2026-04-19,2026-04-21,2026-04-20,Delivered
160217,60217,52,DTDC,2025-10-09,2025-10-11,2025-10-13,Delivered
160218,60218,4,Ecom Express,2026-05-05,2026-05-12,2026-05-12,Delivered
160219,60219,56,Delhivery,2024-01-11,2024-01-15,2024-01-16,Delivered
160220,60220,9,DTDC,2024-11-09,2024-11-10,2024-11-10,Delivered
160221,60221,85,Delhivery,2025-10-29,2025-11-01,2025-11-03,Delivered
160222,60222,16,Ecom Express,2024-01-19,2024-01-22,2024-01-24,Delivered
160223,60223,53,Delhivery,2025-03-15,2025-03-16,,Returned
160224,60224,96,XpressBees,2026-05-01,2026-05-02,2026-05-03,Delivered
160225,60225,21,Delhivery,2024-06-05,2024-06-13,,In Transit
160226,60226,14,Ecom Express,2024-03-12,2024-03-12,,Delayed
160227,60227,41,Ecom Express,2025-09-09,2025-09-13,2025-09-15,Delivered
160228,60228,82,BlueDart,2024-08-15,2024-08-18,2024-08-18,Delivered
160229,60229,54,DTDC,2024-06-30,2024-07-04,2024-07-04,Delivered
160230,60230,32,Ecom Express,2025-06-13,2025-06-17,,Delayed
160231,60231,12,DTDC,2025-08-10,2025-08-17,,Delayed
160232,60232,87,Delhivery,2026-03-03,2026-03-10,2026-03-13,Delivered
160233,60233,93,Delhivery,2024-04-13,2024-04-15,2024-04-16,Delivered
160234,60234,50,DTDC,2026-01-31,2026-02-03,2026-02-03,Delivered
160235,60235,5,BlueDart,2025-10-14,2025-10-15,2025-10-14,Delivered
160236,60236,65,Delhivery,2025-10-25,2025-10-29,2025-10-29,Delivered
160237,60237,46,DTDC,2024-08-22,2024-08-25,2024-08-27,Delivered
160238,60238,61,Ecom Express,2026-03-17,2026-03-21,2026-03-21,Delivered
160239,60239,48,DTDC,2024-04-30,2024-05-05,,In Transit
160240,60240,51,DTDC,2025-10-27,2025-11-01,2025-10-31,Delivered
160241,60241,46,Ecom Express,2024-05-12,2024-05-16,2024-05-18,Delivered
160242,60242,95,BlueDart,2025-09-12,2025-09-18,2025-09-21,Delivered
160243,60243,21,Delhivery,2025-03-17,2025-03-17,,Delayed
160244,60244,58,Ecom Express,2024-06-11,2024-06-17,2024-06-20,Delivered
160245,60245,24,Delhivery,2024-07-07,2024-07-14,2024-07-16,Delivered
160246,60246,22,BlueDart,2025-03-04,2025-03-08,,In Transit
160247,60247,64,BlueDart,2024-12-24,2024-12-29,2024-12-30,Delivered
160248,60248,1,XpressBees,2025-03-14,2025-03-16,2025-03-16,Delivered
160249,60249,60,BlueDart,2025-02-25,2025-02-28,2025-03-02,Delivered
160250,60250,70,BlueDart,2024-01-19,2024-01-21,,Delayed
160251,60251,74,Delhivery,2025-02-20,2025-02-23,2025-02-26,Delivered
160252,60252,98,BlueDart,2025-01-31,2025-02-02,2025-02-05,Delivered
160253,60253,91,XpressBees,2025-01-14,2025-01-18,2025-01-20,Delivered
160254,60254,91,DTDC,2024-08-10,2024-08-15,2024-08-17,Delivered
160255,60255,81,Delhivery,2024-07-05,2024-07-10,2024-07-13,Delivered
160256,60256,12,XpressBees,2024-03-27,2024-03-30,2024-03-29,Delivered
160257,60257,53,Delhivery,2025-08-29,2025-09-01,2025-08-31,Delivered
160258,60258,1,XpressBees,2025-06-16,2025-06-18,2025-06-20,Delivered
160259,60259,4,Ecom Express,2026-02-27,2026-03-03,,Delayed
160260,60260,73,DTDC,2024-08-19,2024-08-20,,In Transit
160261,60261,41,Delhivery,2025-02-02,2025-02-03,2025-02-05,Delivered
160262,60262,89,Ecom Express,2024-07-04,2024-07-06,2024-07-09,Delivered
160263,60263,77,XpressBees,2026-07-02,2026-07-09,,In Transit
160264,60264,28,Ecom Express,2026-02-03,2026-02-05,2026-02-08,Delivered
160265,60265,4,XpressBees,2024-05-27,2024-05-28,2024-05-29,Delivered
160266,60266,61,Ecom Express,2026-02-25,2026-03-04,2026-03-07,Delivered
160267,60267,38,Delhivery,2026-06-15,2026-06-22,2026-06-23,Delivered
160268,60268,18,DTDC,2025-10-03,2025-10-08,,In Transit
160269,60269,4,BlueDart,2026-08-19,2026-08-26,2026-08-28,Delivered
160270,60270,41,BlueDart,2024-07-03,2024-07-05,2024-07-08,Delivered
160271,60271,82,DTDC,2024-10-07,2024-10-12,,Delayed
160272,60272,6,BlueDart,2025-09-07,2025-09-08,2025-09-08,Delivered
160273,60273,5,Delhivery,2025-06-08,2025-06-10,2025-06-12,Delivered
160274,60274,80,BlueDart,2025-11-24,2025-11-25,2025-11-26,Delivered
160275,60275,25,XpressBees,2026-07-27,2026-07-28,2026-07-29,Delivered
160276,60276,41,XpressBees,2024-08-15,2024-08-22,,Delayed
160277,60277,93,DTDC,2026-04-26,2026-04-29,2026-05-02,Delivered
160278,60278,64,DTDC,2024-05-08,2024-05-16,,In Transit
160279,60279,54,DTDC,2025-03-22,2025-03-27,2025-03-30,Delivered
160280,60280,27,BlueDart,2025-02-25,2025-03-03,2025-03-05,Delivered
160281,60281,63,Ecom Express,2026-02-24,2026-03-01,2026-02-28,Delivered
160282,60282,96,Ecom Express,2025-02-17,2025-02-18,2025-02-17,Delivered
160283,60283,64,XpressBees,2026-03-19,2026-03-23,2026-03-26,Delivered
160284,60284,55,Delhivery,2024-05-29,2024-06-03,2024-06-05,Delivered
160285,60285,55,Ecom Express,2026-08-22,2026-08-26,2026-08-26,Delivered
160286,60286,55,BlueDart,2024-07-07,2024-07-07,2024-07-07,Delivered
160287,60287,9,DTDC,2025-07-29,2025-08-01,2025-07-31,Delivered
160288,60288,88,Ecom Express,2025-04-29,2025-05-02,2025-05-01,Delivered
160289,60289,49,XpressBees,2024-03-29,2024-04-01,2024-03-31,Delivered
160290,60290,88,XpressBees,2025-05-27,2025-05-31,2025-06-03,Delivered
160291,60291,76,Delhivery,2026-04-28,2026-05-05,2026-05-08,Delivered
160292,60292,76,Ecom Express,2025-06-07,2025-06-10,2025-06-12,Delivered
160293,60293,99,DTDC,2025-11-12,2025-11-15,2025-11-16,Delivered
160294,60294,51,DTDC,2026-08-11,2026-08-16,2026-08-15,Delivered
160295,60295,5,BlueDart,2024-10-23,2024-10-27,2024-10-29,Delivered
160296,60296,24,Ecom Express,2024-02-11,2024-02-16,2024-02-18,Delivered
160297,60297,7,XpressBees,2025-11-02,2025-11-03,,In Transit
160298,60298,7,DTDC,2026-02-02,2026-02-05,,In Transit
160299,60299,20,BlueDart,2024-05-18,2024-05-25,2024-05-24,Delivered
160300,60300,28,DTDC,2024-12-08,2024-12-11,2024-12-12,Delivered
160301,60301,77,DTDC,2024-12-13,2024-12-16,2024-12-19,Delivered
160302,60302,7,BlueDart,2026-01-03,2026-01-03,2026-01-02,Delivered
160303,60303,99,XpressBees,2026-05-01,2026-05-07,,In Transit
160304,60304,97,BlueDart,2025-12-17,2025-12-17,,Delayed
160305,60305,93,Ecom Express,2024-10-17,2024-10-18,,In Transit
160306,60306,22,DTDC,2025-08-27,2025-08-31,2025-09-03,Delivered
160307,60307,59,BlueDart,2024-09-20,2024-09-25,,In Transit
160308,60308,7,DTDC,2025-09-05,2025-09-10,2025-09-09,Delivered
