order_id,customer_id,order_date,order_status,sales_channel,coupon_code
61258,11511,2025-04-16,Delivered,Website,BIG20
61259,14805,2024-02-18,Delivered,Mobile App,NONE
61260,13443,2026-01-18,Delivered,Website,NONE
61261,14949,2025-04-08,Delivered,Website,NONE
61262,10009,2025-01-16,Delivered,Website,SAVE10
61263,11405,2025-02-27,Delivered,Website,NONE
61264,11664,2025-03-29,Delivered,Website,SAVE10
61265,13372,2026-07-02,Delivered,Mobile App,SAVE10
61266,14198,2024-07-08,Processing,Marketplace,FEST15
61267,10608,2024-06-20,Processing,Mobile App,BIG20
61268,10757,2024-04-30,Delivered,Website,SAVE10
61269,13375,2025-08-25,Delivered,Mobile App,NONE
61270,11767,2024-01-25,Delivered,Marketplace,NONE
61271,13494,2026-02-07,Delivered,Website,SAVE10
61272,10006,2025-12-10,Delivered,Marketplace,NONE
61273,12617,2025-11-18,Delivered,Mobile App,NONE
61274,10116,2025-03-30,Delivered,Website,NONE
61275,14757,2025-02-02,Delivered,Website,NONE
61276,10731,2026-06-30,Delivered,Mobile App,NONE
61277,10890,2026-03-16,Delivered,Marketplace,SAVE10
61278,10510,2024-06-20,Delivered,Website,FEST15
61279,11103,2024-09-07,Delivered,Marketplace,NONE
61280,12449,2024-08-24,Delivered,Website,NONE
61281,13088,2025-04-03,Delivered,Mobile App,NONE
61282,14501,2025-09-11,Shipped,Mobile App,WELCOME5
61283,14390,2024-08-02,Delivered,Website,WELCOME5
61284,10424,2024-02-22,Delivered,Website,BIG20
61285,12139,2025-01-08,Shipped,Website,FEST15
61286,14350,2025-05-03,Delivered,Website,SAVE10
61287,10828,2025-10-14,Delivered,Website,NONE
61288,13341,2024-04-29,Delivered,Mobile App,NONE
61289,12134,2025-10-30,Delivered,Website,FEST15
61290,10845,2024-06-05,Delivered,Website,NONE
61291,10309,2024-10-11,Delivered,Website,FEST15
61292,11449,2025-05-11,Delivered,Mobile App,NONE
61293,10005,2024-04-11,Delivered,Marketplace,SAVE10
61294,10971,2025-07-05,Delivered,Mobile App,NONE
61295,12743,2024-02-07,Shipped,Website,SAVE10
61296,13947,2024-07-24,Delivered,Website,FEST15
61297,12527,2025-07-02,Delivered,Mobile App,NONE
61298,13626,2024-09-20,Delivered,Mobile App,FEST15
61299,10371,2025-02-23,Shipped,Website,NONE
61300,11523,2024-10-02,Delivered,Mobile App,FEST15
61301,13294,2025-04-30,Delivered,Website,WELCOME5
61302,10272,2024-05-17,Delivered,Website,WELCOME5
61303,12920,2024-05-30,Shipped,Mobile App,NONE
61304,10844,2026-07-25,Delivered,Website,NONE
61305,12098,2024-11-18,Delivered,Website,NONE
61306,13150,2025-11-02,Delivered,Mobile App,NONE
61307,14933,2024-01-09,Delivered,Website,WELCOME5
61308,10452,2024-04-17,Processing,Website,NONE
61309,12753,2026-02-02,Processing,Website,NONE
61310,12683,2024-12-12,Delivered,Mobile App,FEST15
61311,10318,2024-10-18,Delivered,Marketplace,NONE
61312,13065,2024-06-16,Delivered,Mobile App,FEST15
61313,10378,2024-09-15,Delivered,Marketplace,WELCOME5
61314,13439,2024-08-15,Delivered,Marketplace,NONE
61315,11039,2026-02-12,Delivered,Marketplace,NONE
61316,10627,2026-06-30,Delivered,Website,NONE
61317,10359,2024-02-03,Delivered,Mobile App,NONE
61318,12299,2024-05-12,Delivered,Mobile App,SAVE10
61319,11181,2025-08-31,Delivered,Website,WELCOME5
61320,12317,2026-05-03,Processing,Website,NONE
61321,14479,2024-11-03,Delivered,Marketplace,NONE
61322,14177,2026-03-27,Delivered,Website,SAVE10
61323,13753,2024-01-05,Delivered,Mobile App,NONE
61324,12344,2025-12-22,Shipped,Website,NONE
61325,10562,2026-07-03,Shipped,Website,WELCOME5
61326,12034,2025-04-26,Delivered,Website,WELCOME5
61327,10110,2025-07-20,Delivered,Mobile App,
61328,10618,2024-09-07,Delivered,Website,SAVE10
61329,11509,2026-01-31,Delivered,Mobile App,FEST15
61330,13473,2026-03-17,Delivered,Mobile App,SAVE10
61331,13942,2026-03-19,Delivered,Website,SAVE10
61332,13099,2026-03-20,Shipped,Website,NONE
61333,11290,2024-03-15,Delivered,Mobile App,NONE
61334,13585,2025-05-24,Delivered,Mobile App,NONE
61335,14983,2025-05-08,Delivered,Mobile App,NONE
61336,13282,2024-02-16,Delivered,Mobile App,NONE
61337,13809,2026-02-16,Shipped,Mobile App,NONE
61338,14377,2024-07-06,Delivered,Marketplace,SAVE10
61339,13578,2025-02-16,Delivered,Website,FEST15
61340,14387,2024-02-24,Delivered,Website,SAVE10
61341,11481,2026-02-04,Delivered,Website,SAVE10
61342,11539,2024-06-23,Delivered,Website,NONE
61343,10873,2025-05-16,Delivered,website,WELCOME5
61344,10913,2025-05-08,Shipped,Marketplace,FEST15
61345,12765,2024-04-02,Cancelled,Mobile App,NONE
61346,14633,2026-04-08,Delivered,Mobile App,NONE
61347,11109,2024-01-07,Shipped,Marketplace,SAVE10
61348,13566,2025-09-25,Shipped,Website,NONE
61349,10389,2024-06-15,Shipped,Mobile App,NONE
61350,14855,2025-08-05,Delivered,Mobile App,SAVE10
61351,12630,2024-08-07,Delivered,Website,NONE
61352,12485,2025-12-26,Delivered,Website,FEST15
61353,11800,2025-07-01,Processing,Website,NONE
61354,14812,2025-09-12,Processing,Mobile App,NONE
61355,12098,2026-08-15,Delivered,Marketplace,NONE
61356,10614,2025-03-06,Processing,Website,WELCOME5
61357,12820,2026-01-06,Delivered,Mobile App,NONE
61358,12952,2026-03-01,Delivered,Website,NONE
61359,13731,2024-11-10,Shipped,Mobile app ,WELCOME5
61360,12484,2024-10-27,Delivered,Website,WELCOME5
61361,11400,2025-11-15,Delivered,Website,NONE
61362,10014,2026-06-19,Delivered,Marketplace,WELCOME5
61363,14933,2024-01-15,Cancelled,Website,NONE
61364,10965,2024-04-22,Delivered,Mobile App,FEST15
61365,11755,2024-06-12,Delivered,Website,NONE
61366,10768,2025-09-10,Delivered,Website,NONE
61367,11178,2025-02-11,Delivered,Mobile App,NONE
61368,10305,2025-04-30,Delivered,Marketplace,NONE
61369,11702,2024-11-03,Delivered,Mobile App,NONE
61370,14741,2025-02-16,Delivered,Website,NONE
61371,11119,2026-01-21,Delivered,Mobile App,SAVE10
61372,14827,2025-02-20,Processing,Website,NONE
61373,13170,2025-01-16,Delivered,Mobile App,NONE
61374,14459,2024-02-10,Delivered,Marketplace,NONE
61375,13103,2025-01-01,Delivered,Marketplace,NONE
61376,14945,2025-12-29,Shipped,Mobile App,NONE
61377,12759,2024-05-13,Delivered,Marketplace,FEST15
61378,14154,2024-12-07,Delivered,Marketplace,NONE
61379,10186,2024-10-03,Delivered,Marketplace,NONE
61380,14661,2025-04-07,Delivered,Website,NONE
61381,10092,2026-03-07,Delivered,Website,BIG20
61382,10989,2026-04-02,Delivered,Marketplace,NONE
61383,13693,2025-01-07,Shipped,Website,NONE
61384,11285,2025-07-13,Shipped,Mobile App,SAVE10
61385,10210,2026-03-04,Shipped,Mobile App,BIG20
61386,14311,2026-04-05,Delivered,Website,NONE
61387,12564,2025-08-07,Delivered,Website,SAVE10
61388,12398,2024-05-12,Delivered,Website,NONE
61389,11581,2024-12-31,Processing,Website,SAVE10
61390,13585,2024-09-30,Delivered,Marketplace,NONE
61391,11573,2025-10-21,Delivered,Website,NONE
61392,12810,2024-08-09,Delivered,Website,NONE
61393,10652,2024-02-03,Delivered,Website,NONE
61394,11529,2026-05-09,Delivered,Website,NONE
61395,10141,2024-04-17,Processing,Mobile App,NONE
61396,11425,2026-01-28,Delivered,Website,BIG20
61397,11905,2026-07-15,Shipped,Website,NONE
61398,13741,2026-03-20,Delivered,Marketplace,SAVE10
61399,14112,2025-04-19,Delivered,Mobile App,FEST15
61400,12661,2025-07-05,Delivered,Website,NONE
61401,14629,2025-11-27,Delivered,Mobile App,NONE
61402,11797,2024-08-02,Delivered,Website,NONE
61403,12471,2025-02-14,Delivered,Website,SAVE10
61404,13086,2024-12-31,Shipped,Website,BIG20
61405,10885,2024-09-21,Delivered,Mobile App,NONE
61406,12100,2025-06-17,Delivered,Website,NONE
61407,14500,2025-02-11,Delivered,Mobile App,WELCOME5
61408,12376,2024-01-19,Cancelled,Mobile App,NONE
61409,14656,2024-03-29,Delivered,Website,NONE
61410,13390,2025-09-12,Delivered,Website,NONE
61411,10850,2025-06-19,Processing,Website,FEST15
61412,12290,2026-04-09,Delivered,Marketplace,WELCOME5
61413,11832,2024-03-12,Processing,Mobile App,FEST15
61414,14750,2024-11-11,Cancelled,Website,BIG20
61415,11680,2025-01-10,Delivered,Mobile App,NONE
61416,12426,2025-10-21,Delivered,Website,NONE
61417,13452,2025-02-27,Cancelled,Website,SAVE10
61418,14810,2025-04-14,Delivered,Website,BIG20
61419,12732,2026-06-11,Delivered,Mobile App,BIG20
61420,14239,2024-01-04,Delivered,Website,NONE
61421,10586,2026-05-16,Delivered,Mobile App,WELCOME5
61422,14455,2024-10-02,Delivered,Website,NONE
61423,11038,2024-02-09,Shipped,Website,NONE
61424,13817,2025-05-27,Delivered,Mobile App,NONE
61425,12671,2024-07-24,Delivered,Marketplace,BIG20
61426,13023,2025-12-04,Delivered,Website,BIG20
61427,10464,2026-01-06,Delivered,Mobile App,SAVE10
61428,12664,2025-01-24,Processing,Website,SAVE10
61429,10433,2026-01-27,Delivered,Website,SAVE10
61430,12759,2024-06-29,Delivered,Website,FEST15
61431,12033,2024-11-21,Delivered,Website,NONE
61432,11008,2024-02-29,Shipped,Mobile App,NONE
61433,12456,2025-09-14,Delivered,Mobile App,NONE
61434,11072,2025-11-24,Processing,Website,NONE
61435,10414,2026-01-09,Delivered,Mobile App,NONE
61436,10171,2024-12-20,Processing,Website,BIG20
61437,11707,2026-03-23,Delivered,Website,NONE
61438,13728,2025-09-19,Processing,Website,SAVE10
61439,12883,2025-07-12,Shipped,Website,WELCOME5
61440,10625,2024-08-03,Delivered,Website,SAVE10
61441,12220,2026-03-27,Delivered,Website,NONE
61442,12911,2026-01-02,Cancelled,Website,SAVE10
61443,11170,2026-04-29,Delivered,Website,SAVE10
61444,10690,2024-11-30,Delivered,Website,NONE
61445,11245,2025-06-18,Delivered,Mobile App,SAVE10
61446,10333,2024-02-20,Delivered,Mobile App,FEST15
61447,11212,2025-08-03,Delivered,Mobile App,FEST15
61448,12668,2025-05-09,Delivered,Mobile App,FEST15
61449,14008,2026-03-05,Delivered,Website,NONE
61450,14366,2025-12-10,Shipped,Mobile App,FEST15
61451,13366,2026-08-18,Delivered,Mobile App,NONE
61452,11781,2026-06-23,Delivered,Website,FEST15
61453,14670,2024-06-11,Delivered,Mobile App,NONE
61454,14597,2026-07-30,Delivered,Mobile App,NONE
61455,11790,2024-01-30,Delivered,Website,NONE
61456,10052,2025-03-18,Delivered,Mobile App,NONE
61457,12169,2026-06-23,Shipped,Website,BIG20
61458,12329,2025-08-16,Delivered,Website,NONE
61459,13385,2026-08-20,Delivered,Mobile App,BIG20
61460,10734,2025-06-24,Delivered,Marketplace,WELCOME5
61461,12724,2025-10-23,Cancelled,Mobile App,WELCOME5
61462,11579,2025-06-01,Delivered,Mobile App,NONE
61463,12478,2026-06-18,Shipped,Website,NONE
61464,10119,2024-04-21,Delivered,Mobile App,NONE
61465,12642,2025-01-12,Cancelled,Marketplace,BIG20
61466,10177,2025-10-12,Delivered,Marketplace,NONE
61467,14267,2025-04-23,Delivered,Mobile App,NONE
61468,13565,2026-07-25,Delivered,Mobile App,FEST15
61469,14604,2025-07-18,Delivered,Mobile App,NONE
61470,13273,2024-05-02,Delivered,Website,NONE
61471,14895,2025-08-18,Cancelled,Mobile App,NONE
61472,11042,2024-10-29,Delivered,Website,FEST15
61473,10031,2025-03-31,Delivered,Website,NONE
61474,14506,2024-03-15,Delivered,Mobile App,NONE
61475,13299,2026-04-23,Delivered,Marketplace,BIG20
61476,13440,2025-01-25,Delivered,Website,WELCOME5
61477,11451,2026-02-21,Delivered,Website,SAVE10
61478,11681,2025-04-12,Delivered,Website,SAVE10
61479,13395,2026-07-08,Delivered,Mobile App,NONE
61480,12039,2024-12-13,Delivered,Marketplace,NONE
61481,10381,2024-04-13,Delivered,Mobile App,SAVE10
61482,11463,2025-04-07,Delivered,Website,NONE
61483,11922,2024-02-03,Delivered,Mobile App,SAVE10
61484,14153,2026-02-17,Delivered,Website,SAVE10
61485,11720,2026-06-10,Delivered,Website,WELCOME5
61486,12470,2024-07-26,Processing,Mobile App,NONE
61487,12990,2024-02-21,Delivered,Mobile App,NONE
61488,10677,2026-01-05,Delivered,Mobile App,NONE
61489,12911,2025-10-30,Shipped,Mobile App,BIG20
61490,11009,2026-02-08,Delivered,Website,SAVE10
61491,14391,2025-07-06,Delivered,Website,FEST15
61492,11483,2025-07-17,Delivered,Mobile App,SAVE10
61493,11523,2024-09-20,Delivered,Marketplace,NONE
61494,12016,2024-11-01,Delivered,Marketplace,SAVE10
61495,11803,2025-09-04,Shipped,Marketplace,SAVE10
61496,12964,2026-06-27,Delivered,Mobile App,WELCOME5
61497,13615,2024-10-27,Delivered,Marketplace,NONE
61498,14821,2024-12-18,Delivered,Mobile App,SAVE10
61499,14441,2025-07-25,Shipped,Website,NONE
61500,11310,2024-02-18,Delivered,Mobile App,NONE
61501,13020,2025-09-25,Delivered,Mobile App,FEST15
61502,11643,2024-05-12,Delivered,Mobile App,NONE
61503,14028,2025-10-24,Delivered,Website,NONE
61504,10120,2026-05-14,Shipped,Marketplace,NONE
61505,14975,2026-06-07,Delivered,Marketplace,WELCOME5
61506,11863,2024-05-25,Delivered,Mobile App,SAVE10
61507,13723,2025-08-02,Processing,Website,NONE
61508,13376,2025-03-09,Shipped,Website,NONE
61509,11836,2025-04-20,Shipped,Marketplace,NONE
61510,14816,2025-11-02,Delivered,Mobile App,NONE
61511,11336,2026-08-19,Delivered,Website,NONE
61512,13701,2025-07-10,Cancelled,Mobile App,NONE
61513,14644,2025-06-21,Delivered,Website,WELCOME5
61514,10590,2025-09-25,Delivered,Mobile App,SAVE10
61515,14586,2025-05-04,Delivered,Website,NONE
61516,14451,2024-12-04,Delivered,Website,NONE
61517,11899,2026-03-09,Delivered,Website,BIG20
61518,14194,2025-10-04,Delivered,Website,NONE
61519,10032,2025-07-02,Delivered,Marketplace,SAVE10
61520,10946,2024-01-09,Delivered,Mobile App,FEST15
61521,13763,2024-09-24,Shipped,Website,WELCOME5
61522,14672,2024-09-12,Delivered,Website,WELCOME5
61523,10631,2025-09-22,Shipped,Mobile App,SAVE10
61524,13571,2024-04-29,Delivered,Marketplace,SAVE10
61525,10515,2025-01-05,Processing,Website,NONE
61526,13915,2025-03-17,Processing,Mobile App,NONE
61527,14482,2025-12-19,Delivered,Marketplace,SAVE10
61528,12296,2024-05-21,Delivered,Website,NONE
61529,10504,2025-08-10,Delivered,Mobile App,NONE
61530,11004,2025-06-14,Delivered,Website,SAVE10
61531,12536,2025-12-17,Delivered,Website,SAVE10
61532,13996,2024-06-24,Delivered,Marketplace,FEST15
61533,12598,2025-08-04,Processing,Marketplace,SAVE10
61534,12388,2025-02-05,Delivered,Website,WELCOME5
61535,13002,2024-09-08,Delivered,Mobile App,BIG20
61536,14838,2024-03-12,Shipped,Mobile App,NONE
61537,13948,2025-01-04,Delivered,Marketplace,NONE
61538,10767,2025-03-02,Processing,Mobile App,NONE
61539,10983,2024-02-19,Delivered,Mobile App,NONE
61540,11778,2026-02-22,Delivered,Mobile App,NONE
61541,11356,2025-11-01,Delivered,Website,NONE
61542,13678,2024-11-03,Delivered,Website,NONE
61543,14962,2024-02-15,Delivered,Marketplace,NONE
61544,12862,2025-11-16,Delivered,Marketplace,FEST15
61545,14452,2024-01-24,Delivered,Website,NONE
61546,12167,2025-02-17,Processing,Mobile App,SAVE10
61547,13441,2024-07-19,Delivered,Website,SAVE10
61548,13509,2024-08-15,Delivered,Mobile App,NONE
61549,11469,2026-01-02,Delivered,Website,FEST15
61550,13667,2024-10-21,Delivered,Marketplace,BIG20
61551,12677,2024-08-26,Delivered,Mobile App,SAVE10
61552,12887,2024-10-20,Delivered,Mobile App,SAVE10
61553,11261,2024-05-24,Shipped,Website,NONE
61554,11596,2025-12-21,Delivered,Website,WELCOME5
61555,14290,2025-04-25,Delivered,Mobile App,NONE
61556,13094,2024-07-13,Delivered,Website,FEST15
61557,10652,2024-10-25,Delivered,Website,WELCOME5
61558,12727,2026-08-06,Cancelled,Marketplace,FEST15
61559,13093,2025-07-14,Delivered,Website,NONE
61560,13989,2025-10-28,Delivered,Website,NONE
61561,14265,2026-04-10,Delivered,Marketplace,WELCOME5
61562,13268,2025-01-24,Delivered,Mobile App,NONE
61563,10063,2024-12-03,Shipped,Website,NONE
61564,12484,2026-08-26,Delivered,Mobile App,NONE
61565,11034,2025-07-03,Delivered,Website,SAVE10
61566,10094,2024-07-28,Delivered,Website,NONE
61567,14618,2026-04-12,Shipped,Website,NONE
61568,10835,2026-01-10,Delivered,Website,WELCOME5
61569,11229,2025-01-23,Delivered,Marketplace,SAVE10
61570,11683,2024-09-19,Delivered,Marketplace,NONE
61571,12328,2025-09-29,Delivered,Website,NONE
61572,13007,2025-06-11,Delivered,Marketplace,NONE
61573,11552,2024-08-17,Shipped,Mobile App,NONE
61574,13962,2024-02-22,Delivered,Website,NONE
61575,10789,2026-03-05,Delivered,Website,NONE
61576,14800,2026-04-01,Delivered,Website,NONE
61577,14280,2026-05-29,Delivered,Website,NONE
61578,13000,2024-12-21,Delivered,Website,NONE
61579,10244,2025-11-13,Delivered,Website,FEST15
61580,13645,2025-07-20,Delivered,Mobile App,FEST15
61581,13522,2024-09-15,Delivered,Website,NONE
61582,13108,2026-06-18,Delivered,Website,WELCOME5
61583,11401,2024-11-21,Delivered,Website,BIG20
61584,12152,2024-01-30,Delivered,Mobile App,NONE
61585,12076,2024-06-09,Delivered,Website,SAVE10
61586,13049,2026-07-27,Shipped,Website,WELCOME5
61587,11656,2024-03-07,Delivered,Mobile App,FEST15
61588,12004,2025-05-24,Delivered,Website,NONE
61589,14540,2025-04-15,Delivered,Website,SAVE10
61590,12269,2026-01-27,Delivered,Website,NONE
61591,12973,2026-03-07,Delivered,Marketplace,NONE
61592,14556,2025-04-03,Delivered,Mobile App,SAVE10
61593,14725,2025-09-04,Shipped,Mobile App,NONE
61594,12820,2026-03-02,Delivered,Mobile App,NONE
61595,11326,2026-02-24,Delivered,Mobile App,NONE
61596,10503,2026-05-04,Delivered,Website,BIG20
61597,14300,2025-11-17,Delivered,Marketplace,NONE
61598,12619,2025-01-05,Delivered,Website,WELCOME5
61599,12832,2025-06-26,Shipped,Website,WELCOME5
61600,14767,2025-12-01,Delivered,Website,NONE
61601,11857,2024-10-14,Delivered,Website,NONE
61602,10501,2026-08-26,Delivered,Mobile App,FEST15
61603,13368,2025-03-06,Shipped,Website,SAVE10
61604,14856,2026-01-04,Delivered,Mobile App,SAVE10
61605,10850,2025-05-05,Delivered,Mobile App,SAVE10
61606,14939,2026-07-17,Shipped,Marketplace,NONE
61607,12706,2025-10-09,Delivered,Website,BIG20
61608,12804,2025-12-15,Delivered,Website,SAVE10
61609,14799,2026-01-21,Delivered,Mobile App,SAVE10
61610,11663,2024-11-15,Shipped,Website,SAVE10
61611,13727,2024-12-04,Delivered,Website,NONE
61612,10044,2026-03-13,Delivered,Website,SAVE10
61613,13357,2025-03-24,Delivered,Website,NONE
61614,10078,2025-10-08,Delivered,Website,NONE
61615,10021,2025-05-17,Delivered,Mobile App,NONE
61616,11941,2024-02-02,Delivered,Website,WELCOME5
61617,11864,2025-04-02,Processing,Mobile App,WELCOME5
61618,13916,2024-06-16,Delivered,Website,WELCOME5
61619,14458,2024-03-25,Delivered,Website,SAVE10
61620,14712,2024-09-10,Delivered,Mobile App,FEST15
61621,13117,2024-10-10,Delivered,Marketplace,NONE
61622,10774,2025-12-22,Delivered,Mobile App,NONE
61623,13354,2024-09-01,Cancelled,Mobile App,SAVE10
61624,12439,2026-02-12,Delivered,Website,WELCOME5
61625,12647,2024-07-22,Delivered,Website,SAVE10
61626,12509,2026-03-13,Cancelled,Website,WELCOME5
61627,14415,2025-05-25,Delivered,Mobile App,NONE
61628,11902,2024-03-06,Delivered,Mobile App,NONE
61629,14822,2024-04-17,Delivered,Mobile App,WELCOME5
61630,12700,2024-03-10,Delivered,Marketplace,SAVE10
61631,13440,2025-02-02,Delivered,Website,NONE
61632,14626,2024-10-17,Delivered,Mobile App,NONE
61633,14073,2024-02-14,Delivered,Website,NONE
61634,12193,2025-10-22,Delivered,Website,NONE
61635,11022,2026-04-07,Delivered,Website,BIG20
61636,10689,2026-03-27,Delivered,Mobile App,NONE
61637,11819,2024-05-26,Shipped,Marketplace,NONE
61638,13328,2026-04-23,Shipped,Mobile App,FEST15
61639,13993,2025-02-16,Delivered,Mobile App,BIG20
61640,10157,2024-07-20,Delivered,Marketplace,NONE
61641,12311,2024-05-09,Delivered,Mobile App,NONE
61642,14701,2026-01-14,Delivered,Website,NONE
61643,14111,2024-09-05,Delivered,Mobile App,NONE
61644,14700,2025-09-13,Delivered,Website,NONE
61645,14785,2025-06-21,Delivered,Website,NONE
61646,10461,2026-06-17,Delivered,Marketplace,NONE
61647,13406,2025-11-25,Shipped,Website,BIG20
61648,12755,2026-01-19,Delivered,Mobile App,SAVE10
61649,12387,2025-04-22,Delivered,Mobile App,WELCOME5
61650,13987,2025-05-27,Delivered,Mobile App,FEST15
61651,14673,2024-05-24,Delivered,Mobile App,WELCOME5
61652,12323,2026-01-29,Delivered,Mobile App,NONE
61653,13244,2025-12-30,Shipped,Marketplace,FEST15
61654,12394,2024-10-26,Delivered,Mobile App,BIG20
61655,13179,2024-05-15,Delivered,Website,NONE
61656,14852,2026-02-01,Delivered,Marketplace,FEST15
61657,14058,2026-01-17,Delivered,Website,BIG20
61658,11153,2026-01-27,Delivered,Website,FEST15
61659,14335,2024-01-30,Delivered,Marketplace,NONE
61660,12632,2026-04-09,Delivered,Website,FEST15
61661,12922,2024-12-15,Processing,Website,NONE
61662,10575,2024-08-23,Shipped,Mobile App,BIG20
61663,12225,2025-05-25,Delivered,Marketplace,WELCOME5
61664,11513,2026-04-03,Delivered,Mobile App,NONE
61665,10440,2026-03-01,Delivered,Website,SAVE10
61666,14255,2024-06-12,Delivered,Mobile App,BIG20
61667,10646,2026-08-05,Delivered,Website,NONE
61668,13583,2026-01-18,Shipped,Mobile App,FEST15
61669,13726,2026-06-24,Delivered,Website,NONE
61670,13061,2026-06-21,Shipped,Website,NONE
61671,14202,2025-05-24,Delivered,Marketplace,BIG20
61672,10570,2024-02-04,Delivered,Website,NONE
61673,10081,2024-03-11,Delivered,Mobile App,NONE
61674,14254,2025-08-30,Delivered,Website,NONE
61675,10917,2024-03-29,Delivered,Website,NONE
61676,11491,2025-10-01,Delivered,Mobile App,WELCOME5
61677,13450,2024-04-10,Shipped,Website,FEST15
61678,12675,2026-03-01,Delivered,Website,FEST15
61679,11005,2024-09-16,Delivered,Website,
61680,11168,2024-04-09,Delivered,Website,BIG20
61681,14181,2024-11-25,Processing,Marketplace,NONE
61682,12604,2026-06-01,Delivered,Website,NONE
61683,14613,2025-06-19,Delivered,Mobile App,SAVE10
61684,12811,2026-08-21,Delivered,Website,SAVE10
61685,13318,2024-09-07,Cancelled,Mobile App,NONE
61686,11703,2025-10-13,Cancelled,Mobile App,NONE
61687,10150,2024-06-30,Shipped,Website,NONE
61688,12530,2025-02-21,Delivered,Website,NONE
61689,13652,2024-12-31,Processing,Website,NONE
61690,12031,2025-09-07,Delivered,Marketplace,WELCOME5
61691,14301,2025-10-15,Delivered,Mobile App,NONE
61692,13488,2024-02-23,Processing,Website,NONE
61693,12532,2025-11-05,Delivered,Mobile App,NONE
61694,12720,2025-12-31,Shipped,Mobile App,BIG20
61695,11137,2025-01-05,Delivered,Website,NONE
61696,14391,2024-03-08,Shipped,Website,SAVE10
61697,10298,2025-02-13,Delivered,Website,NONE
61698,10249,2024-11-08,Delivered,Website,NONE
61699,13921,2026-02-07,Shipped,Marketplace,NONE
61700,10134,2024-05-15,Delivered,Mobile App,NONE
61701,12547,2024-10-14,Delivered,Marketplace,WELCOME5
61702,10943,2025-12-05,Delivered,Mobile App,NONE
61703,13406,2026-07-01,Shipped,Mobile App,NONE
61704,10593,2025-07-30,Shipped,Website,NONE
61705,11324,2024-01-03,Delivered,Website,NONE
61706,12630,2025-11-09,Delivered,Website,NONE
61707,11889,2024-01-31,Delivered,Website,WELCOME5
61708,11001,2024-03-03,Delivered,Website,NONE
61709,10312,2025-10-09,Delivered,Mobile App,SAVE10
61710,10081,2024-12-25,Shipped,Website,WELCOME5
61711,10960,2024-01-27,Delivered,Website,NONE
61712,11414,2025-01-28,Delivered,Website,NONE
61713,10600,2025-01-02,Delivered,Mobile App,NONE
61714,12547,2025-08-07,Processing,Website,NONE
61715,14429,2026-07-04,Delivered,Website,NONE
61716,13572,2024-04-09,Delivered,Mobile App,SAVE10
61717,11536,2025-10-07,Delivered,Website,NONE
61718,12192,2025-09-19,Delivered,Website,NONE
61719,13848,2026-08-05,Delivered,Website,NONE
61720,14814,2025-01-17,Delivered,Marketplace,NONE
61721,12757,2024-06-05,Delivered,Website,NONE
61722,10998,2026-05-28,Delivered,Mobile App,NONE
61723,14338,2024-02-18,Processing,Website,NONE
61724,12571,2025-03-12,Delivered,Mobile App,SAVE10
61725,10149,2025-09-25,Shipped,Mobile App,NONE
61726,11266,2024-04-09,Delivered,Marketplace,NONE
61727,12664,2024-10-14,Delivered,Marketplace,NONE
61728,14034,2024-04-10,Delivered,Marketplace,WELCOME5
61729,14261,2026-03-31,Delivered,Website,SAVE10
61730,10939,2024-09-03,Delivered,Mobile App,NONE
61731,13615,2025-08-08,Delivered,Mobile App,FEST15
61732,14809,2024-08-20,Delivered,Website,FEST15
61733,13995,2025-11-04,Cancelled,Website,FEST15
61734,13584,2026-02-11,Cancelled,Website,NONE
61735,13980,2024-02-09,Shipped,Mobile App,NONE
61736,12785,2025-12-01,Delivered,Mobile App,FEST15
61737,13033,2025-10-03,Delivered,Mobile App,NONE
61738,12662,2024-03-15,Delivered,Website,SAVE10
61739,14779,2024-09-13,Shipped,Mobile App,WELCOME5
61740,11813,2026-04-05,Delivered,Website,FEST15
61741,13884,2025-03-06,Delivered,Marketplace,NONE
61742,10106,2024-04-03,Delivered,Website,FEST15
61743,12094,2025-09-14,Delivered,Mobile App,NONE
61744,14576,2026-02-01,Delivered,Marketplace,WELCOME5
61745,11217,2025-02-24,Delivered,Website,NONE
61746,13975,2024-04-18,Delivered,Website,FEST15
61747,12513,2024-05-06,Shipped,Website,NONE
61748,10675,2024-12-31,Delivered,Website,SAVE10
61749,10533,2025-04-14,Delivered,Mobile App,NONE
61750,10611,2025-12-29,Delivered,Marketplace,NONE
61751,12328,2025-10-22,Delivered,Marketplace,NONE
61752,11541,2024-09-03,Delivered,Marketplace,BIG20
61753,14474,2025-10-31,Delivered,Website,NONE
61754,13816,2024-04-19,Delivered,Website,NONE
61755,10716,2024-06-27,Delivered,Website,NONE
61756,12516,2026-02-02,Processing,Mobile App,SAVE10
61757,13829,2026-05-23,Delivered,Mobile App,NONE
61758,13272,2025-11-01,Processing,Mobile App,BIG20
61759,10047,2025-03-18,Delivered,Website,NONE
61760,10031,2026-05-14,Delivered,Mobile App,NONE
61761,12919,2024-12-08,Delivered,Website,BIG20
61762,14619,2025-09-14,Delivered,Website,NONE
61763,10253,2025-10-27,Delivered,Mobile App,NONE
61764,10829,2024-03-12,Delivered,Marketplace,SAVE10
61765,10944,2026-07-19,Delivered,Mobile App,NONE
61766,11595,2025-09-11,Delivered,Website,NONE
61767,14452,2024-08-21,Delivered,Website,NONE
61768,14736,2026-03-08,Processing,Marketplace,NONE
