return_id,order_item_id,return_date,return_reason,return_status,refund_amount_inr
181743,112367,2026-02-03,Quality Issue,Rejected,1170.82
181744,115203,2024-03-06,Quality Issue,Refunded,1630.12
181745,102299,2026-08-17,Damaged,Refunded,1470.79
181746,114324,2024-08-20,Damaged,Approved,2249.09
181747,94557,2026-03-07,Wrong Item,Approved,895.81
181748,94445,2024-06-22,Damaged,Approved,1157.06
181749,114269,2025-09-26,Quality Issue,Rejected,3418.54
181750,96038,2024-07-16,Size Issue,Approved,440.19
181751,95003,2024-12-31,Changed Mind,Approved,3173.93
181752,94686,2026-07-23,Changed Mind,Refunded,492.67
181753,104078,2025-09-24,Size Issue,Refunded,1111.15
181754,107353,2024-05-04,Quality Issue,Approved,819.02
181755,100809,2025-05-14,Changed Mind,Approved,1517.35
181756,95236,2024-02-06,Wrong Item,Refunded,4329.73
181757,90464,2025-08-04,Quality Issue,Rejected,2120.78
181758,98942,2025-07-04,Damaged,Refunded,587.49
181759,117327,2026-05-01,Damaged,Approved,4797.88
181760,99674,2024-02-22,Damaged,Refunded,269.37
181761,104758,2026-06-25,Damaged,Refunded,416.29
181762,91800,2024-04-29,Quality Issue,Approved,248.48
181763,91542,2025-01-17,Quality Issue,Approved,1841.38
181764,103424,2024-02-13,Damaged,Approved,1708.99
181765,101984,2024-09-19,Quality Issue,Approved,465.72
181766,118235,2024-07-26,Damaged,Rejected,415.24
181767,106568,2025-11-08,Changed Mind,Approved,1257.59
181768,105691,2026-03-08,Damaged,Refunded,14552.66
181769,93235,2026-04-20,Damaged,Refunded,2002.03
181770,118867,2025-04-06,Changed Mind,Approved,5932.61
181771,104193,2024-07-18,Size Issue,Refunded,538.6
181772,119726,2024-02-14,Size Issue,Approved,6754.03
181773,117028,2024-02-16,Quality Issue,Approved,551.17
181774,90112,2024-01-17,Size Issue,Refunded,2970.87
181775,112729,2025-09-20,Changed Mind,Rejected,626.27
181776,104767,2026-05-19,Changed Mind,Refunded,584.17
181777,111390,2024-12-07,Quality Issue,Rejected,1178.53
181778,92442,2024-07-06,Size Issue,Approved,676.1
181779,100560,2025-07-30,Quality Issue,Approved,172.61
181780,103751,2026-07-23,Size Issue,Approved,729.75
181781,95081,2024-06-02,Wrong Item,Approved,2576.42
181782,116752,2024-11-23,Size Issue,Approved,4313.9
181783,90106,2024-12-07,Quality Issue,Refunded,432.71
181784,100239,2025-10-29,Quality Issue,Approved,597.24
181785,104472,2026-04-25,Wrong Item,Refunded,5253.07
181786,116449,2025-09-14,Damaged,Approved,1919.99
181787,98196,2025-09-26,Damaged,Approved,1717.08
181788,107840,2026-09-16,Size Issue,Refunded,3812.84
181789,97180,2024-05-16,Changed Mind,Approved,2838.78
181790,105483,2024-12-17,Size Issue,Approved,526.38
181791,116065,2025-09-15,Damaged,Approved,707.44
181792,110809,2024-05-26,Wrong Item,Approved,1317.69
181793,107631,2025-01-04,Quality Issue,Rejected,779.54
181794,109673,2025-06-13,Changed Mind,Refunded,2373.64
181795,94961,2024-01-09,Size Issue,Refunded,2365.11
181796,114139,2026-02-26,Changed Mind,Rejected,1036.23
181797,106339,2024-08-31,Size Issue,Approved,1151.47
181798,119347,2024-01-20,Changed Mind,Refunded,850.82
181799,120022,2024-12-30,Changed Mind,Rejected,2792.54
181800,115460,2026-07-09,Quality Issue,Refunded,1644.28
181801,92292,2026-07-12,Size Issue,Refunded,1950.04
181802,117362,2026-09-07,Changed Mind,Approved,8030.71
181803,94232,2024-04-18,Quality Issue,Refunded,1197.18
181804,119020,2025-03-06,Quality Issue,Approved,688.9
181805,120390,2024-06-30,Damaged,Refunded,1957.13
181806,106913,2026-04-09,Wrong Item,Approved,2550.58
181807,91932,2026-01-18,Changed Mind,Approved,1077.47
181808,97483,2024-06-27,Wrong Item,Approved,2233.69
181809,96961,2025-05-04,Size Issue,Approved,667.31
181810,118869,2025-12-28,Size Issue,Approved,516.59
181811,114859,2026-07-01,Changed Mind,Refunded,985.45
181812,90122,2024-07-11,Quality Issue,Refunded,815.05
181813,92498,2025-07-31,Quality Issue,Refunded,580.71
181814,94065,2026-04-09,Quality Issue,Refunded,449.13
181815,95591,2025-07-25,Size Issue,Approved,2133.65
181816,95924,2025-11-12,Size Issue,Refunded,802.62
181817,94766,2026-05-06,Damaged,Refunded,5342.6
181818,90844,2025-01-07,Quality Issue,Approved,571.2
181819,103677,2025-07-31,Wrong Item,Refunded,1841.32
181820,104945,2024-03-23,Wrong Item,Rejected,3634.37
181821,107480,2024-02-19,Size Issue,Refunded,1358.57
181822,96713,2025-02-24,Changed Mind,Approved,507.47
181823,115096,2024-09-09,Quality Issue,Approved,6378.57
181824,117236,2024-08-02,Size Issue,Rejected,2709.51
181825,100235,2025-07-06,Damaged,Refunded,6265.37
181826,111857,2026-06-09,Wrong Item,Refunded,3965.06
181827,114434,2024-06-11,Changed Mind,Refunded,738.8
181828,105765,2024-01-20,Size Issue,Approved,1243.71
181829,108577,2025-10-28,Quality Issue,Rejected,918.45
181830,94438,2026-06-30,Size Issue,Refunded,2339.58
181831,107128,2024-09-02,Quality Issue,Approved,6435.92
181832,95173,2026-09-07,Changed Mind,Refunded,599.89
181833,107055,2024-03-26,Quality Issue,Approved,1276.29
181834,94635,2025-11-07,Changed Mind,Approved,1478.34
181835,109365,2024-09-06,Size Issue,Approved,3077.93
181836,95055,2025-02-02,Changed Mind,Refunded,1243.76
181837,118384,2026-03-02,Quality Issue,Refunded,2622.83
181838,112207,2024-02-16,Damaged,Rejected,2970.99
181839,95957,2024-11-26,Wrong Item,Refunded,1389.88
181840,107758,2025-08-03,Damaged,Refunded,6612.62
181841,119762,2025-06-24,Quality Issue,Approved,1966.98
181842,100309,2026-02-05,Damaged,Refunded,1798.58
181843,91228,2026-05-13,Size Issue,Approved,828.88
181844,93419,2025-10-03,Damaged,Rejected,413.02
181845,91412,2024-03-25,Quality Issue,Refunded,752.07
181846,101199,2026-07-05,Wrong Item,Refunded,2371.05
181847,113522,2025-07-10,Quality Issue,Rejected,1618.63
181848,91499,2026-02-24,Quality Issue,Approved,748.22
181849,116245,2026-01-12,Changed Mind,Refunded,1050.73
181850,106786,2026-09-08,Wrong Item,Approved,854.39
181851,113626,2025-01-03,Damaged,Refunded,708.3
181852,112963,2024-07-05,Damaged,Refunded,1222.54
181853,92393,2026-02-13,Size Issue,Approved,1229.57
181854,99939,2025-03-01,Damaged,Refunded,1010.63
181855,95179,2025-02-07,Quality Issue,Refunded,2885.4
181856,112718,2025-11-09,Damaged,Refunded,599.4
181857,119785,2025-01-08,Size Issue,Rejected,1861.61
181858,92984,2024-07-20,Changed Mind,Refunded,3323.63
181859,112665,2025-01-28,Size Issue,Approved,1540.42
181860,92540,2025-06-02,Changed Mind,Approved,3151.95
181861,90679,2024-11-14,Size Issue,Approved,1202.79
181862,103449,2026-08-10,Size Issue,Approved,293.32
181863,101624,2025-04-01,Quality Issue,Approved,362.57
181864,97631,2024-04-14,Changed Mind,Approved,326.98
181865,92689,2026-07-07,Size Issue,Approved,689.33
181866,95192,2025-12-20,Wrong Item,Refunded,1826.15
181867,116998,2024-03-20,Quality Issue,Refunded,854.1
181868,107860,2026-06-05,Size Issue,Refunded,2709.68
181869,98565,2024-08-25,Size Issue,Approved,1995.45
181870,116938,2024-01-25,Size Issue,Refunded,552.76
181871,116356,2026-07-02,Changed Mind,Refunded,4151.28
181872,119643,2025-04-07,Size Issue,Approved,1226.27
181873,106933,2026-07-02,Quality Issue,Approved,984.23
181874,113379,2024-02-29,Size Issue,Refunded,434.46
181875,94820,2024-07-09,Damaged,Refunded,561.04
181876,120018,2024-09-12,Damaged,Refunded,2927.09
181877,103164,2026-04-09,Changed Mind,Refunded,1089.96
181878,104818,2024-10-06,Wrong Item,Approved,7232.18
181879,104494,2025-03-03,Quality Issue,Refunded,1985.16
181880,94136,2024-05-05,Damaged,Refunded,409.16
181881,90794,2024-09-26,Size Issue,Refunded,4619.5
181882,118509,2026-08-26,Damaged,Rejected,1540.38
181883,101691,2026-07-23,Size Issue,Refunded,1755.91
181884,98837,2024-02-07,Wrong Item,Refunded,1232.11
181885,102140,2025-02-22,Changed Mind,Approved,2784.04
181886,96215,2026-01-30,Size Issue,Refunded,1276.13
181887,90781,2025-02-27,Size Issue,Refunded,1258.59
181888,104560,2024-09-16,Size Issue,Approved,1239.03
181889,95441,2025-12-06,Size Issue,Refunded,4881.96
181890,108685,2025-06-16,Size Issue,Refunded,897.47
181891,116089,2025-07-20,Damaged,Refunded,1357.31
181892,108616,2024-06-24,Damaged,Refunded,429.87
181893,98961,2026-05-25,Damaged,Approved,3228.91
181894,97744,2024-03-25,Wrong Item,Refunded,875.47
181895,93346,2024-07-21,Wrong Item,Refunded,7499.31
181896,114564,2026-06-11,Size Issue,Approved,1703.5
181897,116224,2025-02-06,Size Issue,Refunded,5935.13
181898,93156,2024-05-26,Quality Issue,Refunded,791.98
181899,103883,2024-07-21,Size Issue,Approved,1076.64
181900,120849,2024-05-21,Size Issue,Refunded,245.89
181901,97622,2025-09-08,Damaged,Approved,1605.77
181902,116892,2024-12-19,Changed Mind,Approved,847.85
181903,92831,2024-10-30,Quality Issue,Approved,361.36
181904,93649,2026-05-31,Damaged,Refunded,2174.61
181905,100782,2026-03-06,Damaged,Refunded,3304.34
181906,94423,2024-06-26,Changed Mind,Refunded,982.73
181907,97771,2025-01-31,Size Issue,Approved,667.86
181908,91332,2024-04-06,Quality Issue,Approved,399.31
181909,104573,2024-06-26,Size Issue,Rejected,2376.82
181910,105163,2025-05-19,Damaged,Approved,4085.89
181911,93778,2025-08-13,Damaged,Refunded,864.11
181912,101117,2025-05-09,Size Issue,Approved,3055.89
181913,110319,2025-08-24,Damaged,Approved,558.31
181914,118805,2024-09-26,Changed Mind,Refunded,1030.97
181915,90262,2026-04-30,Quality Issue,Refunded,2021.49
181916,97966,2024-07-22,Quality Issue,Refunded,1114.11
181917,100098,2025-10-27,Size Issue,Approved,2257.33
181918,100320,2024-11-05,Quality Issue,Refunded,448.75
181919,93410,2025-08-21,Size Issue,Rejected,896.92
181920,118963,2025-08-25,Changed Mind,Refunded,1685.16
181921,103246,2024-11-13,Size Issue,Approved,370.52
181922,120329,2024-10-14,Size Issue,Rejected,1753.75
181923,120491,2025-11-25,Size Issue,Refunded,1903.84
181924,104233,2024-11-11,Changed Mind,Refunded,2330.89
181925,101561,2025-06-04,Quality Issue,Rejected,8159.53
181926,119531,2026-02-16,Quality Issue,Approved,8464.39
181927,119438,2025-03-05,Size Issue,Approved,7416.66
181928,114510,2025-12-21,Changed Mind,Refunded,979.29
181929,110112,2024-12-26,Size Issue,Refunded,345.88
181930,110819,2024-05-16,Changed Mind,Refunded,692.83
181931,109166,2025-08-18,Quality Issue,Approved,757.79
181932,114907,2024-05-18,Changed Mind,Refunded,2300.79
181933,115349,2025-10-10,Quality Issue,Approved,1865.26
181934,92124,2026-06-11,Size Issue,Approved,984.63
181935,103956,2024-05-08,Damaged,Approved,1617.93
181936,108937,2024-04-18,Quality Issue,Approved,1700.53
181937,108857,2024-05-13,Size Issue,Approved,5475.58
181938,105511,2024-06-14,Size Issue,Refunded,885.29
181939,98682,2026-08-23,Size Issue,Refunded,1344.41
181940,107568,2026-08-05,Changed Mind,Refunded,1424.28
181941,111297,2026-01-24,Quality Issue,Approved,1227.54
181942,92873,2025-01-15,Size Issue,Refunded,597.45
181943,101923,2026-05-28,Size Issue,Refunded,733.34
181944,105344,2025-01-31,Quality Issue,Approved,3403.01
181945,96453,2025-09-30,Quality Issue,Approved,1188.47
181946,104456,2025-03-24,Size Issue,Approved,747.35
181947,102963,2024-09-14,Quality Issue,Refunded,6022.24
181948,114922,2026-03-26,Quality Issue,Approved,923.11
181949,116453,2026-07-25,Size Issue,Approved,2943.33
181950,111288,2025-10-21,Damaged,Refunded,1166.12
181951,92668,2026-02-13,Wrong Item,Approved,1132.38
181952,119325,2026-06-21,Wrong Item,Approved,549.23
181953,117465,2025-08-24,Damaged,Refunded,4605.34
181954,111055,2025-05-26,Damaged,Approved,1831.35
181955,100718,2024-08-15,Quality Issue,Refunded,1085.96
181956,104147,2025-02-24,Size Issue,Refunded,1008.15
181957,118409,2024-12-05,Quality Issue,Refunded,615.06
181958,112375,2026-07-07,Changed Mind,Refunded,999.48
181959,106678,2025-11-06,Damaged,Refunded,1132.39
181960,107615,2025-12-23,Wrong Item,Refunded,5402.09
181961,93396,2024-09-23,Size Issue,Rejected,1184.32
181962,94228,2024-04-03,Quality Issue,Refunded,2099.7
181963,118315,2024-12-22,Size Issue,Approved,8204.95
181964,119508,2025-01-24,Size Issue,Approved,1249.7
181965,110897,2024-10-18,Damaged,Refunded,768.75
181966,97827,2024-01-26,Changed Mind,Rejected,859.16
181967,102355,2025-08-13,Size Issue,Refunded,2254.51
181968,114347,2025-10-07,Size Issue,Refunded,2800.83
181969,104857,2025-11-22,Wrong Item,Approved,725.22
181970,107746,2026-05-22,Damaged,Refunded,517.91
181971,98877,2025-12-06,Wrong Item,Approved,2714.63
181972,93295,2026-03-01,Size Issue,Approved,1726.35
181973,114993,2026-07-25,Size Issue,Refunded,539.04
181974,105173,2026-01-29,Damaged,Refunded,579.68
181975,94364,2024-12-09,Wrong Item,Approved,4227.5
181976,100712,2025-05-04,Quality Issue,Refunded,1514.67
181977,114023,2026-01-31,Changed Mind,Refunded,2538.26
181978,113861,2026-07-19,Damaged,Approved,1884.76
181979,95304,2025-09-22,Size Issue,Refunded,1629.22
181980,113646,2026-05-28,Size Issue,Refunded,1151.95
181981,117063,2024-05-31,Size Issue,Approved,1782.9
181982,98950,2026-08-28,Size Issue,Refunded,1075.78
181983,108927,2025-09-27,Size Issue,Rejected,737.51
181984,106331,2026-05-26,Quality Issue,Refunded,1780.65
181985,104259,2025-12-27,Wrong Item,Approved,996.45
181986,108014,2025-10-16,Quality Issue,Refunded,1525.27
181987,97858,2024-12-24,Wrong Item,Refunded,737.3
181988,90516,2024-08-20,Size Issue,Approved,2343.93
181989,103789,2025-09-21,Changed Mind,Approved,1065.12
181990,102793,2024-06-03,Damaged,Refunded,1596.13
181991,108753,2025-12-16,Quality Issue,Refunded,965.77
181992,102242,2025-01-01,Damaged,Approved,2081.66
181993,117448,2026-09-03,Quality Issue,Approved,2029.41
181994,109123,2024-08-07,Quality Issue,Approved,828.93
181995,118480,2024-09-19,Damaged,Refunded,793.11
181996,109612,2026-01-02,Size Issue,Refunded,1574.83
181997,92484,2024-02-03,Quality Issue,Approved,1873.51
181998,104877,2026-05-15,Quality Issue,Refunded,3609.25
181999,100530,2024-11-25,Quality Issue,Refunded,1636.76
182000,94856,2024-07-01,Size Issue,Refunded,465.85
182001,117085,2025-04-05,Damaged,Refunded,1204.6
182002,91037,2024-07-12,Size Issue,Refunded,1419.51
182003,105681,2025-11-29,Damaged,Approved,628.95
182004,103102,2024-10-23,Quality Issue,Rejected,369.62
182005,110621,2025-11-28,Size Issue,Approved,1401.7
182006,119987,2026-03-13,Size Issue,Approved,599.35
182007,110072,2026-07-29,Size Issue,Refunded,1282.59
182008,90854,2024-12-13,Wrong Item,Approved,471.68
182009,120693,2026-06-29,Damaged,Approved,2341.32
182010,98919,2024-03-25,Size Issue,Refunded,2639.66
182011,100027,2026-04-08,Changed Mind,Refunded,1327.09
182012,97271,2026-08-23,Quality Issue,Approved,715.08
182013,98866,2024-07-31,Size Issue,Refunded,1981.98
182014,113366,2025-10-30,Quality Issue,Refunded,313.81
182015,93046,2026-07-19,Changed Mind,Refunded,304.96
182016,112940,2025-11-11,Size Issue,Refunded,579.05
182017,100101,2024-10-16,Size Issue,Refunded,3149.34
182018,100835,2024-12-10,Changed Mind,Approved,1392.32
182019,119303,2025-10-19,Quality Issue,Refunded,752.45
182020,106425,2025-07-14,Size Issue,Approved,1847.34
182021,102256,2024-12-25,Damaged,Refunded,1681.65
182022,102589,2026-05-08,Wrong Item,Approved,2594.43
182023,114976,2024-04-02,Damaged,Approved,1322.82
182024,109195,2025-04-18,Quality Issue,Refunded,846.6
182025,107069,2025-01-18,Quality Issue,Rejected,560.21
182026,118347,2026-05-16,Wrong Item,Refunded,411.76
182027,106513,2025-05-22,Damaged,Refunded,4531.8
182028,113862,2024-08-18,Size Issue,Refunded,1024.61
182029,97388,2024-03-27,Size Issue,Rejected,508.79
182030,91747,2025-04-02,Size Issue,Refunded,664.25
182031,120643,2026-08-29,Damaged,Approved,2141.43
182032,119703,2025-07-10,Damaged,Refunded,363.18
182033,91641,2025-05-05,Quality Issue,Approved,991.42
182034,109707,2024-06-01,Damaged,Refunded,1168.45
182035,108670,2025-04-12,Damaged,Approved,3220.84
182036,99984,2026-01-03,Wrong Item,Refunded,1436.99
182037,103793,2024-07-30,Quality Issue,Approved,1494.97
182038,111228,2024-03-17,Quality Issue,Refunded,1838.47
182039,116610,2025-12-18,Size Issue,Refunded,5204.31
182040,115066,2025-10-23,Changed Mind,Refunded,1132.36
182041,97739,2026-03-29,Size Issue,Refunded,1959.15
182042,100328,2026-07-30,Size Issue,Approved,1055.31
182043,100995,2025-02-03,Wrong Item,Approved,430.13
182044,111363,2024-04-30,Quality Issue,Approved,2897.51
182045,104115,2026-06-12,Size Issue,Refunded,885.6
182046,118746,2024-05-21,Changed Mind,Refunded,2399.43
182047,100458,2026-06-03,Quality Issue,Refunded,1965.65
182048,102499,2025-06-23,Damaged,Approved,1279.67
182049,92721,2025-09-20,Quality Issue,Refunded,1461.58
182050,103651,2025-02-24,Damaged,Refunded,3699.74
182051,120924,2026-07-27,Changed Mind,Approved,536.07
182052,115710,2025-02-07,Wrong Item,Refunded,1203.56
182053,104642,2025-02-07,Quality Issue,Approved,2031.16
182054,119722,2025-07-20,Size Issue,Approved,1566.1
182055,105460,2024-06-19,Wrong Item,Approved,6205.19
182056,115730,2025-02-04,Quality Issue,Refunded,2115.33
182057,91064,2025-03-11,Wrong Item,Approved,645.1
182058,90824,2025-08-28,Wrong Item,Refunded,1391.8
182059,91709,2026-03-24,Damaged,Refunded,1109.78
182060,104437,2026-01-19,Size Issue,Refunded,4352.34
182061,97909,2024-11-25,Wrong Item,Refunded,782.72
182062,97580,2025-11-12,Size Issue,Approved,691.98
182063,92504,2025-05-07,Wrong Item,Approved,2145.88
182064,113435,2024-01-23,Changed Mind,Refunded,2862.1
182065,109834,2025-06-06,Damaged,Approved,2327.71
182066,112085,2024-07-14,Size Issue,Refunded,328.29
182067,99941,2024-04-22,Damaged,Rejected,2130.61
182068,93213,2024-03-11,Damaged,Approved,534.26
182069,111148,2026-03-25,Changed Mind,Refunded,602.0
182070,120291,2025-02-09,Damaged,Rejected,6045.76
182071,118905,2024-04-23,Size Issue,Approved,1027.41
182072,103118,2025-07-27,Size Issue,Refunded,611.9
182073,118231,2026-08-14,Quality Issue,Refunded,262.16
182074,103682,2026-04-22,Changed Mind,Rejected,703.31
182075,93247,2024-11-09,Changed Mind,Rejected,3464.14
182076,95404,2026-08-04,Size Issue,Approved,1058.32
182077,105174,2025-08-04,Size Issue,Approved,2287.75
182078,114738,2024-05-05,Size Issue,Refunded,1183.54
182079,96464,2026-01-06,Changed Mind,Approved,758.57
182080,101720,2026-04-07,Quality Issue,Refunded,2797.01
182081,105165,2025-05-23,Quality Issue,Approved,1610.55
182082,114491,2024-05-12,Changed Mind,Approved,2159.59
182083,95614,2026-05-10,Size Issue,Refunded,1408.52
182084,109986,2024-11-20,Quality Issue,Refunded,1479.15
182085,98734,2026-01-29,Changed Mind,Approved,1650.78
182086,93300,2024-07-18,Wrong Item,Refunded,2434.06
182087,115261,2026-06-19,Damaged,Approved,4310.82
182088,98935,2024-05-03,Quality Issue,Rejected,647.61
182089,107340,2025-08-12,Size Issue,Approved,4147.49
182090,101639,2024-07-28,Size Issue,Refunded,1034.19
182091,94625,2025-11-10,Quality Issue,Approved,3065.49
182092,106726,2025-09-23,Changed Mind,Refunded,589.23
182093,90723,2025-05-31,Size Issue,Rejected,1538.34
182094,107930,2026-03-07,Wrong Item,Approved,873.55
182095,100474,2025-01-20,Damaged,Rejected,3386.68
182096,110646,2024-08-27,Quality Issue,Approved,1849.9
182097,113898,2024-05-22,Wrong Item,Refunded,1931.55
182098,113531,2024-05-05,Changed Mind,Refunded,1377.18
182099,115376,2024-10-24,Damaged,Rejected,3892.12
182100,110660,2024-05-05,Size Issue,Approved,950.46
182101,110864,2025-12-25,Damaged,Refunded,1695.48
182102,93058,2024-12-15,Changed Mind,Refunded,3541.06
182103,92549,2025-06-01,Size Issue,Approved,1010.48
182104,98600,2024-08-23,Damaged,Rejected,3061.06
182105,93196,2024-03-23,Damaged,Refunded,867.14
182106,106991,2024-09-27,Damaged,Refunded,376.39
182107,118761,2025-06-24,Size Issue,Refunded,568.69
182108,91236,2025-01-27,Size Issue,Rejected,802.73
182109,105242,2025-03-03,Quality Issue,Refunded,1873.68
182110,112895,2025-11-06,Quality Issue,Rejected,3101.37
182111,108859,2025-09-23,Size Issue,Approved,470.23
182112,117780,2024-03-28,Changed Mind,Refunded,4416.76
182113,100856,2026-04-27,Size Issue,Refunded,947.21
182114,117704,2025-07-24,Quality Issue,Refunded,1025.34
182115,118018,2024-06-29,Size Issue,Refunded,1131.0
182116,96350,2026-05-04,Size Issue,Approved,1384.66
182117,95559,2024-10-19,Quality Issue,Refunded,968.97
182118,92103,2025-03-30,Wrong Item,Refunded,1170.71
182119,120848,2026-02-09,Size Issue,Refunded,1469.7
182120,115967,2026-01-23,Size Issue,Approved,1562.45
182121,120413,2025-09-06,Size Issue,Refunded,2350.89
182122,114021,2026-02-25,Wrong Item,Refunded,3603.78
182123,96561,2026-02-21,Quality Issue,Approved,1421.4
182124,95463,2026-04-17,Wrong Item,Approved,2706.39
182125,104330,2024-12-24,Changed Mind,Approved,1280.08
182126,104356,2025-03-27,Size Issue,Approved,358.48
182127,98717,2024-07-15,Damaged,Refunded,939.2
182128,111906,2025-08-13,Damaged,Refunded,1529.04
182129,105947,2024-11-16,Size Issue,Refunded,2889.14
182130,118496,2025-12-25,Damaged,Rejected,559.77
182131,91587,2025-08-08,Size Issue,Refunded,694.68
182132,119126,2024-09-23,Size Issue,Approved,2424.52
182133,102193,2026-02-21,Wrong Item,Refunded,690.92
182134,102903,2024-07-25,Damaged,Rejected,2407.78
182135,96386,2026-04-10,Size Issue,Approved,407.84
182136,112294,2025-12-10,Size Issue,Refunded,3062.41
182137,115118,2024-01-22,Quality Issue,Refunded,594.92
182138,94000,2024-07-17,Quality Issue,Refunded,762.74
182139,104226,2024-04-18,Quality Issue,Approved,1451.1
182140,93467,2024-12-15,Wrong Item,Refunded,3978.49
182141,102786,2026-02-13,Damaged,Approved,1772.22
182142,117120,2025-05-17,Quality Issue,Refunded,700.44
182143,105710,2026-01-01,Damaged,Approved,1925.29
182144,96448,2025-06-18,Wrong Item,Refunded,922.21
182145,102006,2026-03-04,Quality Issue,Approved,504.75
182146,103703,2024-09-27,Size Issue,Refunded,750.0
182147,114084,2025-01-11,Size Issue,Approved,367.54
182148,109100,2024-03-06,Damaged,Refunded,643.7
182149,99782,2025-10-29,Quality Issue,Approved,1014.42
182150,99512,2025-03-17,Size Issue,Approved,934.1
182151,113610,2026-07-01,Damaged,Approved,485.52
182152,99442,2024-05-20,Wrong Item,Refunded,742.31
182153,98360,2026-07-28,Quality Issue,Refunded,890.98
182154,112518,2024-02-04,Quality Issue,Refunded,978.73
182155,94488,2025-10-08,Changed Mind,Refunded,845.43
182156,91890,2026-04-07,Damaged,Approved,2519.62
182157,111198,2024-10-07,Damaged,Approved,5727.72
182158,117510,2024-12-02,Damaged,Refunded,3200.97
182159,118567,2026-08-05,Damaged,Refunded,1285.99
182160,97247,2026-02-16,Size Issue,Approved,552.47
182161,112419,2025-12-28,Wrong Item,Approved,1962.76
182162,112014,2024-11-06,Quality Issue,Approved,4139.27
182163,94658,2024-11-27,Quality Issue,Refunded,1084.4
182164,106987,2024-09-08,Size Issue,Refunded,903.5
182165,112697,2026-01-24,Quality Issue,Refunded,915.03
182166,98726,2024-05-05,Wrong Item,Refunded,1526.23
182167,104169,2026-05-30,Damaged,Refunded,1990.65
182168,114158,2026-05-20,Quality Issue,Approved,4291.19
182169,106906,2026-06-15,Quality Issue,Rejected,1319.29
182170,108250,2024-01-21,Size Issue,Refunded,2576.83
182171,93648,2024-07-22,Quality Issue,Refunded,1046.49
182172,111421,2026-03-17,Wrong Item,Approved,1229.7
182173,117000,2026-08-07,Damaged,Approved,1652.52
182174,95653,2025-06-03,Wrong Item,Rejected,2453.24
182175,105784,2025-08-16,Changed Mind,Rejected,793.6
182176,98080,2025-12-27,Damaged,Refunded,1072.69
182177,115609,2026-02-28,Quality Issue,Refunded,297.2
182178,114329,2026-08-01,Damaged,Refunded,2464.79
182179,116396,2024-03-10,Size Issue,Approved,655.68
182180,104241,2024-09-01,Wrong Item,Rejected,442.6
182181,102677,2024-11-12,Wrong Item,Approved,1607.88
182182,109450,2024-03-12,Damaged,Refunded,3155.58
182183,95956,2026-04-18,Size Issue,Refunded,1215.54
182184,110744,2024-09-06,Wrong Item,Approved,1501.25
182185,97672,2025-10-01,Wrong Item,Refunded,364.56
182186,108424,2024-05-23,Size Issue,Rejected,785.08
182187,107168,2026-02-26,Quality Issue,Approved,1069.16
182188,107842,2025-07-21,Changed Mind,Approved,1688.97
182189,108311,2024-03-29,Size Issue,Approved,1840.14
182190,97763,2026-01-12,Quality Issue,Refunded,10889.45
182191,105961,2024-01-15,Wrong Item,Refunded,386.06
182192,97604,2024-07-28,Changed Mind,Rejected,2185.42
182193,90440,2024-12-17,Size Issue,Refunded,1966.76
182194,94814,2024-07-23,Quality Issue,Approved,449.93
182195,99660,2026-03-24,Wrong Item,Approved,1154.98
182196,98414,2024-07-20,Size Issue,Refunded,1864.91
182197,98587,2025-10-31,Wrong Item,Refunded,2452.95
182198,96423,2024-05-29,Quality Issue,Approved,4909.63
182199,110912,2024-12-23,Changed Mind,Refunded,1217.2
182200,119564,2024-06-12,Quality Issue,Approved,1807.37
182201,116816,2026-09-01,Wrong Item,Refunded,864.1
182202,109069,2024-11-08,Quality Issue,Approved,2119.65
182203,108010,2024-02-21,Quality Issue,Rejected,3588.44
182204,115496,2025-04-04,Quality Issue,Approved,4916.87
182205,108217,2025-08-27,Damaged,Refunded,1272.1
182206,113094,2026-05-08,Damaged,Refunded,646.99
182207,105524,2026-05-27,Size Issue,Refunded,291.99
182208,94218,2026-03-16,Wrong Item,Refunded,1326.57
182209,116090,2025-07-13,Quality Issue,Approved,2725.31
182210,115591,2024-02-07,Quality Issue,Approved,5658.25
182211,95198,2026-03-31,Size Issue,Approved,1534.6
182212,97332,2024-10-10,Damaged,Approved,3865.57
182213,103844,2024-04-20,Size Issue,Refunded,1231.55
182214,90325,2026-03-06,Size Issue,Refunded,1431.38
182215,118296,2024-10-07,Damaged,Refunded,397.74
182216,106435,2024-06-22,Damaged,Approved,1209.43
182217,113337,2026-02-18,Size Issue,Refunded,1091.04
182218,92130,2024-04-19,Quality Issue,Approved,361.56
182219,110282,2025-08-24,Size Issue,Refunded,947.42
182220,97930,2025-08-13,Changed Mind,Refunded,640.4
182221,113699,2025-06-07,Damaged,Refunded,435.72
182222,116596,2025-09-21,Damaged,Approved,1234.82
182223,93551,2025-12-01,Wrong Item,Approved,3336.47
182224,115857,2025-07-22,Wrong Item,Refunded,677.98
182225,101870,2025-03-02,Wrong Item,Refunded,636.86
182226,96997,2025-10-18,Wrong Item,Rejected,900.56
182227,110898,2024-10-17,Changed Mind,Approved,1626.53
182228,97233,2024-10-06,Quality Issue,Approved,1118.12
182229,117558,2024-05-01,Quality Issue,Approved,772.41
182230,109205,2025-11-15,Size Issue,Approved,865.97
182231,119486,2025-07-21,Damaged,Approved,1595.68
